Yr,Mon,Contribs,Followers
2012, 3, 2, 0
2014, 3, 2, 0
2011, 6, 2, 3
2013, 12, 2, 0
2013, 2, 2, 0
2011, 8, 2, 2
2013, 7, 2, 0
2015, 2, 2, 0
2015, 2, 2, 0
2012, 10, 2, 4
2015, 8, 2, 0
2014, 1, 2, 0
2013, 12, 2, 0
2013, 4, 2, 1
2013, 10, 2, 2
2010, 4, 2, 1
2011, 3, 2, 6
2014, 9, 2, 3
2010, 9, 2, 4
2010, 9, 2, 0
2014, 1, 2, 0
2014, 12, 2, 1
2014, 2, 2, 0
2012, 11, 2, 1
2015, 3, 2, 0
2013, 10, 2, 2
2013, 2, 2, 16
2010, 8, 2, 1
2013, 10, 2, 0
2011, 4, 2, 12
2015, 5, 2, 0
2015, 6, 2, 0
2012, 5, 2, 3
2012, 5, 2, 1
2014, 3, 2, 0
2014, 12, 2, 3
2014, 1, 2, 0
2014, 4, 2, 1
2014, 12, 2, 0
2014, 3, 2, 0
2012, 7, 2, 2
2011, 8, 2, 0
2013, 10, 2, 0
2014, 1, 2, 2
2012, 5, 2, 2
2010, 3, 2, 6
2015, 7, 2, 1
2013, 9, 2, 0
2011, 9, 2, 1
2015, 3, 2, 0
2010, 6, 2, 12
2011, 6, 2, 0
2012, 9, 2, 0
2014, 4, 2, 1
2013, 12, 2, 0
2015, 2, 2, 0
2014, 3, 2, 0
2015, 5, 2, 0
2014, 3, 2, 0
2011, 1, 2, 0
2014, 1, 2, 13
2010, 9, 2, 3
2011, 3, 2, 0
2015, 1, 2, 0
2012, 8, 2, 5
2010, 5, 2, 13
2014, 3, 2, 0
2013, 9, 2, 0
2014, 8, 2, 0
2015, 8, 2, 0
2013, 4, 2, 1
2014, 3, 2, 0
2014, 7, 2, 0
2009, 11, 2, 1
2011, 7, 2, 0
2010, 10, 2, 3
2012, 1, 2, 0
2014, 3, 2, 0
2011, 8, 2, 1
2014, 1, 2, 1
2013, 12, 2, 0
2015, 6, 2, 1
2015, 6, 2, 3
2011, 7, 2, 2
2013, 7, 2, 2
2015, 11, 2, 0
2014, 2, 2, 0
2009, 3, 2, 0
2008, 12, 2, 3
2015, 8, 2, 0
2011, 11, 2, 0
2013, 4, 2, 1
2010, 5, 2, 14
2014, 1, 2, 6
2010, 5, 2, 0
2013, 4, 2, 0
2012, 12, 2, 14
2013, 11, 2, 0
2011, 3, 2, 3
2011, 6, 2, 1
2013, 8, 2, 0
2013, 12, 2, 0
2015, 1, 2, 0
2011, 6, 2, 6
2014, 2, 2, 0
2013, 9, 2, 0
2013, 6, 2, 0
2013, 6, 2, 0
2015, 7, 2, 0
2015, 3, 2, 0
2015, 10, 2, 1
2014, 1, 2, 0
2013, 10, 2, 1
2011, 9, 2, 0
2015, 12, 2, 2
2012, 9, 2, 0
2014, 9, 2, 1
2014, 1, 2, 0
2011, 3, 2, 2
2015, 7, 2, 0
2011, 4, 2, 6
2013, 1, 2, 0
2008, 10, 2, 3
2014, 1, 1, 0
2011, 5, 1, 14
2011, 6, 1, 1
2013, 10, 1, 0
2013, 11, 1, 0
2012, 9, 1, 0
2014, 2, 1, 0
2014, 3, 1, 0
2009, 11, 1, 3
2013, 9, 1, 0
2011, 2, 1, 1
2014, 3, 1, 0
2012, 12, 1, 0
2013, 1, 1, 1
2014, 3, 1, 0
2011, 8, 1, 14
2012, 5, 1, 0
2013, 4, 1, 3
2014, 2, 1, 0
2014, 1, 1, 0
2013, 11, 1, 0
2013, 8, 1, 0
2013, 11, 1, 0
2013, 11, 1, 1
2013, 8, 1, 0
2011, 10, 1, 6
2013, 12, 1, 0
2010, 4, 1, 1
2014, 9, 1, 3
2014, 2, 1, 1
2014, 1, 1, 0
2013, 2, 1, 1
2011, 7, 1, 13
2013, 12, 1, 0
2011, 1, 1, 5
2013, 11, 1, 0
2014, 3, 1, 0
2012, 11, 1, 15
2013, 7, 1, 0
2013, 6, 1, 0
2013, 8, 1, 0
2015, 2, 1, 1
2013, 10, 1, 0
2009, 6, 1, 13
2015, 1, 1, 3
2013, 4, 1, 1
2014, 1, 1, 0
2014, 1, 1, 0
2014, 3, 1, 0
2012, 11, 1, 16
2014, 3, 1, 0
2014, 1, 1, 0
2013, 10, 1, 16
2014, 3, 1, 0
2011, 4, 1, 3
2013, 11, 1, 0
2012, 4, 1, 1
2013, 8, 1, 0
2014, 3, 1, 0
2013, 9, 1, 0
2013, 9, 1, 0
2013, 7, 1, 0
2013, 11, 1, 0
2011, 4, 1, 1
2012, 5, 1, 12
2013, 11, 1, 1
2012, 11, 1, 3
2012, 11, 1, 1
2012, 12, 1, 1
2009, 9, 1, 3
2013, 10, 1, 0
2014, 4, 1, 0
2013, 3, 1, 3
2013, 7, 1, 3
2012, 9, 1, 0
2013, 9, 1, 0
2014, 1, 1, 0
2014, 2, 1, 0
2012, 12, 1, 0
2013, 3, 1, 0
2013, 4, 1, 0
2012, 9, 1, 0
2013, 5, 1, 0
2014, 3, 1, 0
2012, 10, 1, 0
2013, 2, 1, 0
2012, 2, 1, 3
2013, 10, 1, 0
2014, 1, 1, 0
2013, 3, 1, 0
2013, 1, 1, 0
2012, 8, 1, 0
2013, 6, 1, 0
2013, 3, 1, 0
2011, 1, 1, 1
2012, 7, 1, 0
2012, 6, 1, 0
2012, 12, 1, 0
2013, 4, 1, 3
2013, 3, 1, 3
2013, 10, 1, 0
2013, 11, 1, 0
2013, 12, 1, 0
2013, 2, 1, 3
2014, 2, 1, 0
2013, 4, 1, 0
2014, 2, 1, 1
2013, 3, 1, 0
2013, 6, 1, 0
2013, 2, 1, 0
2013, 3, 1, 0
2012, 7, 1, 1
2013, 10, 1, 0
2014, 1, 1, 0
2013, 7, 1, 0
2009, 5, 1, 16
2013, 12, 1, 0
2013, 5, 1, 0
2013, 4, 1, 0
2014, 1, 1, 0
2013, 8, 1, 0
2013, 3, 1, 0
2009, 6, 1, 3
2013, 10, 1, 0
2012, 7, 1, 0
2013, 11, 1, 1
2013, 10, 1, 0
2012, 12, 1, 0
2011, 2, 1, 1
2013, 4, 1, 0
2013, 7, 1, 0
2013, 5, 1, 0
2012, 10, 1, 0
2014, 5, 1, 1
2012, 11, 1, 3
2013, 1, 1, 0
2013, 4, 1, 0
2012, 12, 1, 0
2011, 12, 1, 1
2013, 3, 1, 0
2012, 10, 1, 0
2013, 4, 1, 0
2014, 7, 1, 0
2012, 2, 1, 16
2013, 3, 1, 0
2013, 4, 1, 0
2015, 6, 1, 1
2014, 8, 1, 0
2014, 5, 1, 0
2014, 4, 1, 0
2014, 4, 1, 0
2012, 5, 1, 3
2013, 1, 1, 0
2012, 11, 1, 0
2012, 11, 1, 0
2011, 4, 1, 17
2014, 7, 1, 0
2013, 2, 1, 1
2014, 7, 1, 0
2013, 8, 1, 1
2012, 11, 1, 0
2012, 12, 1, 0
2012, 9, 1, 1
2012, 12, 1, 0
2013, 4, 1, 17
2013, 3, 1, 0
2013, 4, 1, 0
2014, 9, 1, 0
2011, 5, 1, 3
2013, 3, 1, 0
2014, 7, 1, 0
2013, 10, 1, 1
2013, 3, 1, 0
2014, 6, 1, 0
2012, 7, 1, 0
2014, 8, 1, 0
2013, 2, 1, 3
2012, 7, 1, 0
2013, 1, 1, 0
2014, 9, 1, 0
2010, 1, 1, 1
2013, 3, 1, 1
2014, 3, 1, 0
2012, 5, 1, 1
2013, 5, 1, 0
2012, 7, 1, 1
2014, 12, 1, 3
2011, 6, 1, 3
2012, 7, 1, 0
2014, 6, 1, 3
2008, 12, 1, 3
2014, 4, 1, 0
2012, 2, 1, 1
2011, 3, 1, 3
2013, 1, 1, 0
2009, 9, 1, 1
2013, 4, 1, 0
2012, 10, 1, 1
2014, 7, 1, 0
2014, 11, 1, 1
2014, 9, 1, 10
2012, 7, 1, 18
2014, 8, 1, 5
2012, 6, 1, 0
2013, 7, 1, 3
2015, 2, 1, 3
2012, 12, 1, 1
2013, 1, 1, 0
2013, 1, 1, 0
2013, 1, 1, 0
2011, 9, 1, 10
2012, 10, 1, 0
2014, 12, 1, 1
2013, 4, 1, 1
2014, 6, 1, 0
2014, 8, 1, 1
2014, 7, 1, 0
2013, 6, 1, 0
2014, 10, 1, 1
2010, 2, 1, 10
2015, 10, 1, 1
2013, 3, 1, 0
2013, 10, 1, 0
2010, 1, 1, 3
2012, 9, 1, 0
2014, 3, 1, 1
2013, 10, 1, 1
2014, 8, 1, 0
2011, 4, 1, 1
2014, 7, 1, 0
2015, 10, 1, 0
2015, 9, 1, 0
2014, 10, 1, 0
2015, 7, 1, 0
2015, 8, 1, 0
2015, 4, 1, 0
2011, 9, 1, 1
2015, 4, 1, 0
2012, 10, 1, 2
2015, 11, 1, 0
2013, 1, 1, 6
2016, 1, 1, 0
2015, 4, 1, 0
2015, 9, 1, 0
2015, 4, 1, 0
2014, 10, 1, 0
2009, 11, 1, 20
2015, 12, 1, 0
2014, 1, 1, 0
2015, 6, 1, 0
2015, 12, 1, 0
2014, 6, 1, 0
2015, 11, 1, 0
2015, 10, 1, 0
2013, 1, 1, 2
2015, 10, 1, 0
2015, 9, 1, 0
2015, 5, 1, 0
2012, 11, 1, 1
2015, 4, 1, 0
2012, 1, 1, 2
2011, 1, 1, 2
2013, 4, 1, 2
2014, 2, 1, 1
2012, 1, 1, 4
2011, 6, 1, 4
2014, 9, 1, 0
2014, 9, 1, 0
2012, 2, 1, 0
2016, 1, 1, 0
2014, 7, 1, 0
2012, 6, 1, 20
2014, 3, 1, 0
2015, 12, 1, 0
2013, 7, 1, 4
2014, 8, 1, 1
2013, 7, 1, 1
2014, 3, 1, 1
2014, 4, 1, 0
2014, 5, 1, 0
2014, 6, 1, 0
2014, 7, 1, 0
2013, 7, 1, 1
2015, 4, 1, 0
2011, 9, 1, 1
2015, 11, 1, 0
2015, 12, 1, 0
2015, 9, 1, 0
2015, 12, 1, 0
2015, 4, 1, 0
2014, 8, 1, 0
2015, 6, 1, 0
2012, 11, 1, 6
2015, 6, 1, 0
2014, 4, 1, 0
2015, 6, 1, 0
2015, 6, 1, 0
2015, 4, 1, 0
2015, 5, 1, 0
2014, 4, 1, 0
2012, 4, 1, 1
2014, 10, 1, 0
2015, 5, 1, 0
2011, 11, 1, 6
2009, 7, 1, 22
2015, 10, 1, 0
2015, 2, 1, 9
2014, 4, 1, 0
2015, 11, 1, 0
2013, 2, 1, 1
2014, 9, 1, 0
2014, 10, 1, 0
2014, 7, 1, 0
2012, 3, 1, 1
2014, 12, 1, 1
2013, 1, 1, 5
2011, 4, 1, 2
2014, 4, 1, 0
2015, 9, 1, 0
2014, 9, 1, 0
2015, 11, 1, 0
2015, 11, 1, 0
2014, 9, 1, 0
2014, 4, 1, 0
2015, 1, 1, 0
2014, 7, 1, 0
2011, 5, 1, 5
2013, 5, 1, 1
2014, 9, 1, 4
2014, 7, 1, 1
2010, 10, 1, 1
2015, 7, 1, 0
2015, 3, 1, 1
2015, 8, 1, 0
2015, 8, 1, 0
2014, 10, 1, 0
2015, 7, 1, 0
2015, 7, 1, 0
2014, 4, 1, 0
2014, 7, 1, 0
2015, 8, 1, 0
2014, 7, 1, 0
2015, 7, 1, 0
2014, 6, 1, 0
2014, 7, 1, 0
2014, 6, 1, 0
2015, 7, 1, 0
2015, 4, 1, 0
2015, 12, 1, 0
2016, 1, 1, 0
2014, 5, 1, 1
2014, 8, 1, 0
2014, 4, 1, 0
2014, 6, 1, 0
2012, 1, 1, 3
2014, 4, 1, 0
2014, 6, 1, 0
2015, 11, 1, 0
2014, 10, 1, 0
2011, 8, 1, 4
2014, 10, 1, 0
2011, 10, 1, 2
2014, 7, 1, 0
2012, 11, 1, 1
2010, 5, 1, 9
2015, 7, 1, 0
2013, 5, 1, 0
2012, 3, 1, 2
2015, 12, 1, 0
2016, 1, 1, 0
2014, 5, 1, 0
2013, 1, 1, 1
2010, 3, 1, 1
2012, 11, 1, 2
2011, 9, 1, 1
2015, 4, 1, 0
2013, 1, 1, 2
2015, 4, 1, 0
2010, 10, 1, 6
2015, 4, 1, 0
2015, 1, 1, 0
2015, 6, 1, 0
2015, 2, 1, 0
2010, 3, 1, 9
2014, 6, 1, 1
2015, 5, 1, 0
2015, 4, 1, 0
2015, 9, 1, 0
2010, 7, 1, 26
2015, 9, 1, 0
2015, 11, 1, 2
2014, 12, 1, 0
2015, 3, 1, 0
2016, 1, 1, 0
2012, 7, 1, 4
2014, 10, 1, 5
2015, 6, 1, 0
2015, 5, 1, 0
2015, 8, 1, 0
2015, 2, 1, 1
2012, 7, 1, 0
2015, 7, 1, 0
2015, 4, 1, 2
2015, 7, 1, 0
2009, 12, 1, 9
2014, 8, 1, 2
2015, 1, 1, 0
2015, 6, 1, 0
2015, 2, 1, 2
2015, 6, 1, 0
2015, 9, 1, 0
2014, 9, 1, 2
2011, 3, 1, 2
2015, 9, 1, 0
2015, 9, 1, 0
2015, 5, 1, 0
2012, 4, 1, 0
2014, 10, 1, 1
2012, 5, 1, 2
2015, 12, 1, 0
2015, 9, 1, 0
2015, 2, 1, 2
2015, 8, 1, 0
2015, 10, 1, 0
2015, 11, 1, 0
2014, 11, 1, 0
2013, 1, 1, 5
2014, 10, 1, 1
2012, 9, 1, 4
2014, 11, 1, 0
2015, 12, 1, 0
2015, 1, 1, 1
2015, 9, 1, 0
2015, 9, 1, 4
2015, 3, 1, 1
2010, 8, 1, 33
2015, 7, 1, 4
2012, 12, 1, 2
2014, 8, 1, 2
2015, 6, 1, 0
2014, 7, 1, 4
2014, 10, 1, 0
2015, 8, 1, 0
2015, 7, 1, 0
2015, 11, 1, 0
2011, 10, 1, 4
2015, 6, 1, 0
2011, 8, 1, 4
2013, 7, 1, 0
2015, 4, 1, 1
2011, 4, 1, 2
2012, 4, 1, 4
2014, 4, 1, 0
2015, 3, 1, 0
2015, 3, 1, 0
2014, 10, 1, 1
2015, 11, 1, 0
2015, 3, 1, 0
2015, 8, 1, 0
2016, 1, 1, 1
2009, 11, 1, 4
2010, 1, 1, 8
2015, 4, 1, 1
2011, 7, 1, 2
2013, 7, 1, 2
2011, 12, 1, 4
2011, 10, 1, 5
2009, 11, 1, 2
2013, 9, 1, 2
2015, 12, 1, 0
2011, 7, 1, 36
2015, 3, 1, 0
2015, 5, 1, 0
2015, 6, 1, 0
2015, 12, 1, 1
2014, 6, 1, 1
2013, 12, 1, 4
2015, 7, 1, 1
2015, 8, 1, 0
2015, 6, 1, 1
2009, 11, 1, 36
2014, 12, 1, 0
2015, 12, 1, 0
2015, 9, 1, 0
2012, 6, 1, 2
2014, 12, 1, 0
2015, 11, 1, 1
2014, 6, 1, 1
2014, 8, 1, 1
2015, 6, 1, 0
2015, 3, 1, 1
2012, 5, 1, 37
2016, 1, 1, 0
2012, 3, 1, 2
2011, 2, 1, 2
2015, 5, 1, 1
2015, 6, 1, 0
2015, 9, 1, 1
2012, 7, 1, 2
2015, 7, 1, 0
2012, 5, 1, 37
2013, 10, 1, 2
2015, 7, 1, 0
2014, 10, 1, 1
2015, 6, 1, 1
2016, 1, 1, 0
2012, 6, 1, 1
2014, 11, 1, 0
2012, 6, 1, 0
2014, 3, 1, 1
2012, 5, 1, 5
2015, 1, 1, 0
2011, 8, 1, 1
2014, 3, 1, 1
2011, 9, 1, 8
2015, 3, 1, 0
2013, 1, 1, 2
2012, 1, 1, 42
2012, 11, 1, 1
2015, 5, 1, 0
2010, 12, 1, 0
2010, 8, 1, 2
2009, 12, 1, 8
2015, 1, 1, 0
2015, 6, 1, 0
2012, 2, 1, 1
2014, 3, 1, 1
2010, 11, 1, 1
2011, 9, 1, 2
2013, 3, 1, 2
2015, 3, 1, 0
2013, 6, 1, 1
2009, 1, 1, 1
2012, 7, 1, 1
2014, 10, 1, 0
2013, 1, 1, 2
2013, 3, 1, 0
2014, 10, 1, 0
2013, 4, 1, 0
2012, 12, 1, 1
2013, 1, 1, 1
2013, 3, 1, 1
2014, 12, 1, 0
2013, 7, 1, 1
2013, 5, 1, 1
2013, 4, 1, 1
2014, 10, 1, 8
2013, 3, 1, 51
2012, 1, 1, 1
2015, 4, 1, 0
2012, 6, 1, 1
2013, 2, 1, 1
2010, 9, 1, 8
2014, 5, 1, 1
2015, 3, 1, 0
2015, 2, 1, 0
2011, 7, 1, 1
2013, 5, 1, 0
2010, 8, 1, 1
2011, 4, 1, 52
2009, 11, 1, 2
2015, 10, 1, 0
2015, 1, 1, 0
2011, 3, 1, 4
2013, 10, 1, 7
2013, 8, 1, 1
2012, 8, 1, 1
2012, 2, 1, 1
2009, 4, 1, 61
2012, 5, 1, 0
2010, 2, 1, 0
2011, 1, 1, 0
2014, 10, 1, 2
2012, 5, 1, 0
2010, 2, 1, 0
2011, 3, 1, 0
2012, 3, 1, 0
2015, 1, 1, 0
2011, 12, 1, 0
2010, 11, 1, 0
2012, 10, 1, 1
2015, 10, 1, 2
2012, 1, 1, 0
2012, 1, 1, 2
2009, 6, 1, 81
2012, 2, 1, 0
2011, 3, 1, 0
2011, 6, 1, 0
2011, 12, 1, 0
2011, 12, 1, 0
2013, 3, 1, 2
2013, 4, 1, 1
2012, 11, 1, 1
2015, 3, 1, 0
2012, 10, 1, 2
2013, 4, 1, 2
2011, 5, 1, 0
2014, 11, 1, 0
2014, 11, 1, 0
2014, 5, 1, 2
2012, 8, 1, 1
2011, 12, 1, 2
2015, 2, 1, 0
2012, 9, 1, 1
2014, 9, 1, 6
2015, 12, 1, 0
2009, 11, 1, 0
2014, 11, 1, 0
2011, 2, 1, 0
2014, 11, 1, 0
2012, 12, 1, 4
2015, 2, 1, 0
2015, 1, 1, 0
2012, 7, 1, 2
2015, 3, 1, 0
2012, 5, 1, 0
2012, 5, 1, 0
2012, 3, 1, 0
2012, 3, 1, 0
2012, 5, 1, 1
2011, 10, 1, 0
2012, 4, 1, 7
2015, 1, 1, 0
2015, 3, 1, 0
2012, 4, 1, 0
2010, 3, 1, 0
2010, 11, 1, 0
2012, 5, 1, 0
2012, 3, 1, 0
2013, 9, 1, 2
2013, 3, 1, 1
2014, 12, 1, 0
2015, 3, 1, 0
2014, 10, 1, 0
2011, 9, 1, 0
2009, 11, 1, 0
2011, 1, 1, 0
2014, 11, 1, 0
2014, 11, 1, 0
2011, 8, 1, 0
2011, 4, 1, 0
2015, 3, 1, 0
2011, 7, 1, 6
2015, 1, 1, 0
2015, 3, 1, 0
2011, 11, 1, 1
2011, 6, 1, 1
2011, 6, 1, 0
2009, 4, 1, 0
2009, 1, 1, 0
2010, 1, 1, 0
2012, 2, 1, 0
2012, 2, 1, 0
2010, 10, 1, 0
2012, 2, 1, 2
2012, 6, 1, 0
2012, 3, 1, 0
2011, 12, 1, 0
2010, 12, 1, 0
2013, 11, 1, 4
2013, 7, 1, 0
2011, 4, 1, 0
2011, 12, 1, 0
2010, 1, 1, 0
2010, 8, 1, 0
2015, 1, 1, 0
2012, 6, 1, 2
2013, 2, 1, 4
2014, 10, 1, 0
2015, 1, 1, 0
2010, 1, 1, 6
2011, 9, 1, 0
2012, 2, 1, 0
2009, 12, 1, 0
2015, 7, 1, 4
2010, 2, 1, 4
2011, 2, 1, 4
2014, 12, 1, 0
2011, 3, 1, 0
2013, 5, 1, 0
2015, 1, 1, 0
2012, 6, 1, 0
2011, 11, 1, 2
2015, 1, 1, 0
2012, 1, 1, 0
2011, 1, 1, 5
2014, 10, 1, 0
2015, 2, 1, 0
2012, 7, 1, 2
2014, 10, 1, 0
2014, 11, 1, 0
2011, 10, 1, 5
2012, 12, 1, 7
2010, 6, 1, 5
2012, 1, 1, 0
2015, 2, 1, 0
2015, 3, 1, 0
2012, 2, 1, 0
2015, 1, 1, 0
2015, 3, 1, 0
2015, 3, 1, 0
2009, 3, 1, 2
2012, 5, 1, 0
2014, 10, 1, 0
2013, 7, 1, 5
2015, 3, 1, 0
2012, 3, 1, 0
2011, 9, 1, 0
2011, 2, 1, 0
2014, 8, 1, 0
